track_id,track_name,artist_name,collection_name,genre,content_rating,user_rating,track_price,collection_price,release_date,track_time_millis,country,currency,preview_url,artwork_url
08HJeHs0U9iSbDWX0sWIem,O Sopro do Fole,Maria BethÃ¢nia,Noturno,r-n-b,Clean,2.6,0.99,11.99,2018-04-01T00:00:00Z,169371,US,USD,https://p.scdn.co/mp3-preview/aeb13c360b20dd52c8fa,https://i.scdn.co/image/ab67616d0000b273aeb13c360b20dd52c8fab95b
198v7BbjXn2GTeI4NkBN39,Vi MamÃ£e Oxum Na Cachoeira - Live,Mariene De Castro,Santo De Casa,samba,Clean,2.6,1.29,11.99,2020-09-13T00:00:00Z,105240,US,USD,https://p.scdn.co/mp3-preview/25c4f8229607abb68d2c,https://i.scdn.co/image/ab67616d0000b27325c4f8229607abb68d2c0fca
6bl8PFDgYxbDZHk0LRQhhz,Me Gabber - DJ Paul Elstak & The BeatKrusher Remix,Jebroer;Paul Elstak;The BeatKrusher,Me Gabber (DJ Paul Elstak & The BeatKrusher Remix),hardstyle,Clean,1.9,1.29,14.99,2018-03-29T00:00:00Z,205351,US,USD,https://p.scdn.co/mp3-preview/369b1dbe8d33466d5df6,https://i.scdn.co/image/ab67616d0000b273369b1dbe8d33466d5df63b2e
0b11D9D0hMOYCIMN3OKreM,Into Your Arms (feat. Ava Max),Witt Lowry;Ava Max,Into Your Arms (feat. Ava Max),pop,Explicit,4.1,0.99,9.99,2021-03-22T00:00:00Z,186022,US,USD,https://p.scdn.co/mp3-preview/c83adfc61a6ed12eb683,https://i.scdn.co/image/ab67616d0000b273c83adfc61a6ed12eb6830e77
2pXg8l1JGZ3hCyFqxirV13,Mocca,Lalo Ebratt;Trapical,Frescura y Perreo,reggae,Clean,1.0,0.99,14.99,2014-08-02T00:00:00Z,200293,US,USD,https://p.scdn.co/mp3-preview/0b23a3a937f4999b1b76,https://i.scdn.co/image/ab67616d0000b2730b23a3a937f4999b1b76a547
3dJj6o9o1fRgrojWjailuz,Nobody Can Save Me,Linkin Park,One More Light,metal,Clean,3.4,1.29,14.99,2020-07-16T00:00:00Z,225546,US,USD,https://p.scdn.co/mp3-preview/f2f606bbb8cb2098b8f9,https://i.scdn.co/image/ab67616d0000b273f2f606bbb8cb2098b8f90221
0rWLHJnMyJaMFA8x9l8AT0,all the good girls go to hell,Billie Eilish,Halloween Party 2022,electro,Clean,1.1,1.29,9.99,2023-04-24T00:00:00Z,168839,US,USD,https://p.scdn.co/mp3-preview/ef8169a94434a32f5d94,https://i.scdn.co/image/ab67616d0000b273ef8169a94434a32f5d944387
36kDrsAPQ62bI32WPrlJew,Machine Spirit,ZITH;Misanthropix,Machine Spirit,club,Clean,1.7,1.29,14.99,2022-03-26T00:00:00Z,228571,US,USD,https://p.scdn.co/mp3-preview/1cfc484519affd7a64b8,https://i.scdn.co/image/ab67616d0000b2731cfc484519affd7a64b83e4b
0lASm1brReAnrOirk2f0a2,Bear Crawl,Christopher Zondaflex Tyler,Mr Chris Hip Hop Dance Moves,kids,Clean,1.5,0.99,14.99,2014-04-29T00:00:00Z,97620,US,USD,https://p.scdn.co/mp3-preview/cae260e9d86211ca945c,https://i.scdn.co/image/ab67616d0000b273cae260e9d86211ca945cc562
1WhGXbgwPOTDPB4ZsJBIDG,Time To Jack,Chip E.,Hotter Than House,chicago-house,Clean,1.3,0.99,11.99,2023-07-29T00:00:00Z,354960,US,USD,https://p.scdn.co/mp3-preview/2b8557f49c52867b17db,https://i.scdn.co/image/ab67616d0000b2732b8557f49c52867b17dba4ad
2xIbHYxBs1fiR4NkPc8z33,Ready fi di party,Tony Matterhorn,Jamaican Style,j-dance,Clean,1.8,1.29,14.99,2018-09-13T00:00:00Z,59600,US,USD,https://p.scdn.co/mp3-preview/308d4d8f32d6b38687a0,https://i.scdn.co/image/ab67616d0000b273308d4d8f32d6b38687a0e63f
6NPTmYw2yMu0Oz0IJkoxeR,Mis Noches Te Recuerdan,Los Tukas,10 de ColecciÃ³n,rock-n-roll,Clean,2.3,1.29,9.99,2021-11-23T00:00:00Z,134400,US,USD,https://p.scdn.co/mp3-preview/294793432dfd0175533d,https://i.scdn.co/image/ab67616d0000b273294793432dfd0175533dd123
0Xs1Yh44j5cIgUQtOCBcQj,Sometimes Love,Apache Indian,Time For Change,dancehall,Clean,1.1,0.99,14.99,2016-04-21T00:00:00Z,242213,US,USD,https://p.scdn.co/mp3-preview/27928a7adbf8ef76a4b8,https://i.scdn.co/image/ab67616d0000b27327928a7adbf8ef76a4b82400
5TcuM4sQFHK747kwB2q1Qy,Everybody Loves Louis,Annaleigh Ashford,Sunday in the Park with George (2017 Broadway Cast Recording),show-tunes,Clean,1.9,0.99,11.99,2021-12-24T00:00:00Z,219333,US,USD,https://p.scdn.co/mp3-preview/04633565028209e3f0e4,https://i.scdn.co/image/ab67616d0000b27304633565028209e3f0e4170b
4bh9zPGpEX1yl9Do6rkhHr,Planet Zero,Shinedown,Rock Brandneu,alternative,Clean,1.0,1.29,14.99,2023-06-07T00:00:00Z,222738,US,USD,https://p.scdn.co/mp3-preview/3291c530d1312d9ea23e,https://i.scdn.co/image/ab67616d0000b2733291c530d1312d9ea23eda70
7vk7u7kaqw5A6BtkfoxQf3,Do You?,Yiruma,The Best - Reminiscent 10th Anniversary,new-age,Clean,2.8,0.99,9.99,2018-07-31T00:00:00Z,292906,US,USD,https://p.scdn.co/mp3-preview/40be443ea422b89f6d71,https://i.scdn.co/image/ab67616d0000b27340be443ea422b89f6d7152da
72jbDTw1piOOj770jWNeaG,Paris,The Chainsmokers,Memories...Do Not Open,dance,Clean,4.0,1.29,11.99,2017-04-17T00:00:00Z,221506,US,USD,https://p.scdn.co/mp3-preview/b3e91edd858d38381fb9,https://i.scdn.co/image/ab67616d0000b273b3e91edd858d38381fb94f4e
4zD9RBG51Lj8bnQwolLnyu,Wild Life,OneRepublic,Human (Deluxe),piano,Clean,2.8,0.99,14.99,2017-12-26T00:00:00Z,267117,US,USD,https://p.scdn.co/mp3-preview/f74dbeedd501e223ee02,https://i.scdn.co/image/ab67616d0000b273f74dbeedd501e223ee02f1eb
7MiYNyj5si5yiWyeSkgzqB,Joda - Worakls Remix,Joachim Pastor;Worakls,"Hungry Music Remix, Vol. 1",techno,Clean,3.0,1.29,9.99,2018-10-10T00:00:00Z,338086,US,USD,https://p.scdn.co/mp3-preview/356be541ac32906830a2,https://i.scdn.co/image/ab67616d0000b273356be541ac32906830a2cbae
6suU440DRXoxpLNKWf46XJ,O Resgate,Realidade Cruel,Dos Barracos de Maderite aos PalÃ¡cios de Platina,funk,Clean,2.9,1.29,9.99,2016-08-02T00:00:00Z,415660,US,USD,https://p.scdn.co/mp3-preview/2b6656e5aeb96bb13a55,https://i.scdn.co/image/ab67616d0000b2732b6656e5aeb96bb13a5543f3
5ueWiIP0QQcAqbMutT1Ng0,La Mala,Balbi El Chamako,La Vida Es Bela,reggaeton,Explicit,2.6,1.29,14.99,2020-09-15T00:00:00Z,221184,US,USD,https://p.scdn.co/mp3-preview/153dc3c1a6c14b4555d7,https://i.scdn.co/image/ab67616d0000b273153dc3c1a6c14b4555d74e65
49Z1VQivkHoY5KGdUwMv5i,Silo (feat. fknsyd),RL Grime;Hex Cougar;fknsyd,Sable Valley Summer Vol. 3,electronic,Clean,3.2,0.99,14.99,2023-06-28T00:00:00Z,247500,US,USD,https://p.scdn.co/mp3-preview/b5da1678c1fbaf1bdc77,https://i.scdn.co/image/ab67616d0000b273b5da1678c1fbaf1bdc778e0c
1WDDMw1k46OS4W2IGxmLzj,Ferxxo 100,Feid,FELIZ CUMPLEAÃOS,pop,Clean,1.2,1.29,11.99,2022-01-09T00:00:00Z,167760,US,USD,https://p.scdn.co/mp3-preview/bfd5cc344f161ea6146d,https://i.scdn.co/image/ab67616d0000b273bfd5cc344f161ea6146dbda5
5tmcGYwmon8ufw9igbwwKk,Making Music,Blake Rules;Netherfriends,Kids Trap 2,kids,Clean,1.5,1.29,14.99,2015-07-20T00:00:00Z,146086,US,USD,https://p.scdn.co/mp3-preview/9f1ef41dbecac0926af3,https://i.scdn.co/image/ab67616d0000b2739f1ef41dbecac0926af3e9ba
5Iqh58mh9xHzOkXNorHibJ,Ruega por MÃ­ (Prega Per Me),Estela NuÃ±ez,Estela NuÃ±ez... Sus Primeras E Inolvidables Grabaciones,rock-n-roll,Clean,2.2,0.99,11.99,2022-08-17T00:00:00Z,201493,US,USD,https://p.scdn.co/mp3-preview/79c716633e1bc94ea475,https://i.scdn.co/image/ab67616d0000b27379c716633e1bc94ea4755d42
5llrpUzc5oZ4U2RLruiDeI,Holding,Yonder Mountain String Band,"Mountain Tracks, Vol. 3",bluegrass,Clean,2.3,1.29,14.99,2020-10-07T00:00:00Z,537106,US,USD,https://p.scdn.co/mp3-preview/ffb2fc6429ab7a5af208,https://i.scdn.co/image/ab67616d0000b273ffb2fc6429ab7a5af208c1f8
6jAoHpOWUd5dpBUy0PW7TR,The Farthest Star,VNV Nation,Judgement,industrial,Clean,2.0,1.29,9.99,2014-04-28T00:00:00Z,292973,US,USD,https://p.scdn.co/mp3-preview/063cb3a70e86ba98edec,https://i.scdn.co/image/ab67616d0000b273063cb3a70e86ba98edec6bf4
0LoQuiekvzqx7n8flgEKzF,Get It On,T. Rex,Electric Warrior,blues,Clean,3.8,1.29,9.99,2015-01-03T00:00:00Z,262613,US,USD,https://p.scdn.co/mp3-preview/cfd817df95f60fbd0694,https://i.scdn.co/image/ab67616d0000b273cfd817df95f60fbd06945510
34XYMzu7cmqQjItV8mJ77m,Para dos,Orquesta Color Tango De Roberto Alvarez,Tango a Pugliese Con estilo para bailar Vol. 3,tango,Clean,1.7,0.99,9.99,2017-02-03T00:00:00Z,175046,US,USD,https://p.scdn.co/mp3-preview/abcf43e081a165d646a5,https://i.scdn.co/image/ab67616d0000b273abcf43e081a165d646a5f04a
60an8Fb1pH1MniTxTlo2l9,Bloco do Carro Chefe,Mc Bruninho da Praia;Mc Kadu;MC GP;Mc Lele JP,Bloco do Carro Chefe,funk,Clean,2.8,0.99,9.99,2022-09-12T00:00:00Z,396000,US,USD,https://p.scdn.co/mp3-preview/6ffca59d66e4bdcda160,https://i.scdn.co/image/ab67616d0000b2736ffca59d66e4bdcda1609ccb
5FPnjikbwlDMULCCCa6ZCJ,Daughters,John Mayer,Heavier Things,singer-songwriter,Clean,3.7,0.99,11.99,2023-03-29T00:00:00Z,237906,US,USD,https://p.scdn.co/mp3-preview/4acb989ffa59962271dc,https://i.scdn.co/image/ab67616d0000b2734acb989ffa59962271dcde27
5kVZxyMY1gfdCLiChsfjn1,Yo No Soy Celoso,Bad Bunny,Un Verano Sin Ti,reggaeton,Explicit,4.4,0.99,9.99,2021-05-01T00:00:00Z,230704,US,USD,https://p.scdn.co/mp3-preview/f0fce1593c979a6f532c,https://i.scdn.co/image/ab67616d0000b273f0fce1593c979a6f532c8570
2Fc99kfkQ1S2RilXcd6xIU,Quieren Efectos,Money Chicha,Echo en Mexico,afrobeat,Clean,2.0,1.29,11.99,2019-04-02T00:00:00Z,167217,US,USD,https://p.scdn.co/mp3-preview/4414925fb0b817a02cac,https://i.scdn.co/image/ab67616d0000b2734414925fb0b817a02cac7c0c
47bweAQBrsV1Vi3hDmEIAo,Boozed - Edit,Korsakoff,Stiletto,happy,Clean,1.8,0.99,11.99,2020-01-05T00:00:00Z,215639,US,USD,https://p.scdn.co/mp3-preview/5d326b7d821226af347e,https://i.scdn.co/image/ab67616d0000b2735d326b7d821226af347e377e
5i7s3sB1LzxeVz8CWVEpAO,Talking Body - The Young Professionals Remix,Tove Lo;The Young Professionals,Remixes & Covers,swedish,Explicit,2.8,0.99,11.99,2019-03-05T00:00:00Z,221146,US,USD,https://p.scdn.co/mp3-preview/92548c94a0f67995d7e3,https://i.scdn.co/image/ab67616d0000b27392548c94a0f67995d7e3af36
6xwqmrEshHeFlVI3hrc685,Penurias,Los Vaguens,Hotel Acapulco,rockabilly,Clean,2.1,0.99,14.99,2020-01-07T00:00:00Z,198013,US,USD,https://p.scdn.co/mp3-preview/784d10d0725a10b46576,https://i.scdn.co/image/ab67616d0000b273784d10d0725a10b465766050
21excOPd45gzWN8zCt8Vhw,Angels From The Realms of Glory,Annie Lennox,Christmas Best Hits 2022,singer-songwriter,Clean,1.0,1.29,11.99,2016-03-26T00:00:00Z,240146,US,USD,https://p.scdn.co/mp3-preview/331c3e8d91a70e6c579b,https://i.scdn.co/image/ab67616d0000b273331c3e8d91a70e6c579bf438
39NkxITdhS5BPBZ3ma2CTM,"My Hawai'i (feat. Sean Na'auao, Kaumakaiwa, Kumu Hina)",The Green;Sean Na'auao;Kaumakaiwa;Kumu Hina,"My Hawai'i (feat. Sean Na'auao, Kaumakaiwa, Kumu Hina)",j-rock,Clean,2.4,1.29,14.99,2020-04-22T00:00:00Z,265326,US,USD,https://p.scdn.co/mp3-preview/c568ea54d8a0a5930541,https://i.scdn.co/image/ab67616d0000b273c568ea54d8a0a5930541e30b
14nEPCQLWtMqV4uE1cRHFv,Vida Eterna,LÃ¶rihen,Bajo la Cruz,heavy-metal,Clean,2.2,1.29,11.99,2019-10-31T00:00:00Z,295263,US,USD,https://p.scdn.co/mp3-preview/216f2a87452fa36c16aa,https://i.scdn.co/image/ab67616d0000b273216f2a87452fa36c16aa0054
1gexiILoiAONdvcXlzVQeE,Ego Sum Deus,Unholy,Ego Sum Deus,club,Clean,2.6,0.99,14.99,2019-08-26T00:00:00Z,310390,US,USD,https://p.scdn.co/mp3-preview/8de58da7f0536c71d9e9,https://i.scdn.co/image/ab67616d0000b2738de58da7f0536c71d9e94b2c
0mljrVHFeq2qgThql44LcI,TÃ´ isso aqui pra te beijar - Ao Vivo,Ferrugem,Ferrugem em Casa 2 (Bloco 1) [Ao Vivo],pagode,Clean,2.7,1.29,14.99,2016-06-19T00:00:00Z,190662,US,USD,https://p.scdn.co/mp3-preview/38a19491f6709f7e9715,https://i.scdn.co/image/ab67616d0000b27338a19491f6709f7e9715d4c4
59wlTaYOL5tDUgXnbBQ3my,A Moment Apart,ODESZA,A Moment Apart,chill,Clean,3.6,1.29,9.99,2014-07-12T00:00:00Z,234244,US,USD,https://p.scdn.co/mp3-preview/fdcc6786901115760ed5,https://i.scdn.co/image/ab67616d0000b273fdcc6786901115760ed5f15f
2Qud6Q1KlK22qHcjUGlRpJ,Sueltate Mah,Marcianeke,Sueltate Mah,reggaeton,Explicit,2.6,0.99,11.99,2021-08-02T00:00:00Z,178800,US,USD,https://p.scdn.co/mp3-preview/ccb3e1a3a6cd435d8640,https://i.scdn.co/image/ab67616d0000b273ccb3e1a3a6cd435d86405e3d
2Pp9osgyIcw6o1avfDDDhH,Forever Young,BLACKPINK,SQUARE UP,k-pop,Clean,3.7,1.29,14.99,2017-01-02T00:00:00Z,237076,US,USD,https://p.scdn.co/mp3-preview/fec3e65c07adff4e1297,https://i.scdn.co/image/ab67616d0000b273fec3e65c07adff4e1297cdba
4xu38KnbRHbRHRwdg4KFul,Box Fan Long Loop For Sleep,Fan Sounds,Box Fan Long Loop For Sleep,sleep,Clean,3.2,0.99,9.99,2023-03-03T00:00:00Z,500166,US,USD,https://p.scdn.co/mp3-preview/041fbd1e6eb4ccee01a0,https://i.scdn.co/image/ab67616d0000b273041fbd1e6eb4ccee01a04c27
3oRP6yGs5d0kFpGRRzzaS8,å çºä½  æä»¥æ,Mayday,å çºä½  æä»¥æ,mandopop,Clean,3.1,0.99,11.99,2016-12-20T00:00:00Z,281799,US,USD,https://p.scdn.co/mp3-preview/46acea40b89ad4362003,https://i.scdn.co/image/ab67616d0000b27346acea40b89ad43620035174
19ZjBzxJ5ARxbln6Qmw1AN,"Corrina, Corrina",Ray Peterson,Missing You,rockabilly,Clean,2.9,1.29,9.99,2022-04-09T00:00:00Z,162160,US,USD,https://p.scdn.co/mp3-preview/1f4880a41e89c39b5cf4,https://i.scdn.co/image/ab67616d0000b2731f4880a41e89c39b5cf42b34
3CmUas41TD2t8EGNZ85J9f,"Happy Holidays, You Bastard",blink-182,Emo Christmas 2022,punk,Explicit,1.1,0.99,14.99,2016-08-08T00:00:00Z,42440,US,USD,https://p.scdn.co/mp3-preview/00fc4d6682e643adf756,https://i.scdn.co/image/ab67616d0000b27300fc4d6682e643adf756f32a
0y4iXXlpVFJSQjlx0vQ3MZ,Forever,Alex Keeper,Forever,french,Clean,3.3,0.99,9.99,2021-01-27T00:00:00Z,172714,US,USD,https://p.scdn.co/mp3-preview/9de9e9af7f8e130a6950,https://i.scdn.co/image/ab67616d0000b2739de9e9af7f8e130a69503c7e
3F5DccNp39Waj4QjZBUPGO,"Messiah, HWV 56 / Pt. 2: XLII. ""Hallelujah""",George Frideric Handel;The English Concert;Trevor Pinnock;The English Concert Choir,Weihnachten Klassik 2022,german,Clean,1.0,0.99,9.99,2023-11-16T00:00:00Z,240760,US,USD,https://p.scdn.co/mp3-preview/4703eeaf623c586607b7,https://i.scdn.co/image/ab67616d0000b2734703eeaf623c586607b7ee49
7Afr3PKTtlFGHGiXYgnv6P,I Like You,Ben Rector,The Walking in Between,piano,Clean,3.2,0.99,11.99,2020-07-18T00:00:00Z,138506,US,USD,https://p.scdn.co/mp3-preview/e847d0bee09573c690c5,https://i.scdn.co/image/ab67616d0000b273e847d0bee09573c690c59ce8
0qjux3nULEYN7Yz9jijgWz,GTA 2,Rarin,GTA 2,sad,Clean,3.3,0.99,14.99,2020-09-08T00:00:00Z,123151,US,USD,https://p.scdn.co/mp3-preview/93a4e0d9e14bbe3a30b8,https://i.scdn.co/image/ab67616d0000b27393a4e0d9e14bbe3a30b86160
5f5DBTOW5Y6wPiKTVcYVkg,Superlove,doVicente,Superlove,french,Clean,3.3,0.99,11.99,2016-07-31T00:00:00Z,145737,US,USD,https://p.scdn.co/mp3-preview/f02756c1fef9a38c26d5,https://i.scdn.co/image/ab67616d0000b273f02756c1fef9a38c26d544e2
5jyPgh9K0YlyhlVGQzFsbO,On Repeat,Robin Schulz;David Guetta,House Anthems,deep-house,Clean,1.2,1.29,11.99,2014-09-15T00:00:00Z,190217,US,USD,https://p.scdn.co/mp3-preview/13ae880535e3dd95cd99,https://i.scdn.co/image/ab67616d0000b27313ae880535e3dd95cd998d0f
6Gx3Ry4ORogdMibbdITOuN,Dhadak Title Track,Ajay Gogavale;Shreya Ghoshal,Dhadak,pop-film,Clean,3.3,0.99,9.99,2017-05-06T00:00:00Z,243484,US,USD,https://p.scdn.co/mp3-preview/1b8e515056bc8ad27ead,https://i.scdn.co/image/ab67616d0000b2731b8e515056bc8ad27ead9f37
34a89MbC7QXsUsLkljLgXX,Free Fallin',Tom Petty,80s Bangers Vol. 1,folk,Clean,1.0,0.99,14.99,2019-10-02T00:00:00Z,255680,US,USD,https://p.scdn.co/mp3-preview/c3c9286e22ee54de6acb,https://i.scdn.co/image/ab67616d0000b273c3c9286e22ee54de6acbc61a
3zPVG3y3rEzyixSFhe3XYu,Andorinha Machucada / Tudo de Novo / Pense em Mim (Ao Vivo),LÃ©o MagalhÃ£es,Ao Vivo em GoiÃ¢nia,forro,Clean,2.8,0.99,11.99,2015-10-13T00:00:00Z,225360,US,USD,https://p.scdn.co/mp3-preview/6b1dde781d17762b80a3,https://i.scdn.co/image/ab67616d0000b2736b1dde781d17762b80a37c50
4YXKKnIZuk7UtXH5oC0ffa,Lucille,Little Richard,Good Golly!,rockabilly,Clean,3.2,0.99,14.99,2020-05-07T00:00:00Z,143826,US,USD,https://p.scdn.co/mp3-preview/f42abff1807a5d635116,https://i.scdn.co/image/ab67616d0000b273f42abff1807a5d63511615f9
089tprIgsyFSOrZpugamLI,Blame,Ekali;ZHU,Blame,dubstep,Clean,2.8,1.29,11.99,2020-02-27T00:00:00Z,177151,US,USD,https://p.scdn.co/mp3-preview/d73f23ba5998519bd361,https://i.scdn.co/image/ab67616d0000b273d73f23ba5998519bd361f9b5
3RVKeAie8vdadw5r1PPBx5,(Evil Hearted Me) Downright Evil,Jody Reynolds,Endless Sleep,rockabilly,Clean,1.9,1.29,9.99,2015-01-31T00:00:00Z,154466,US,USD,https://p.scdn.co/mp3-preview/f7bbba5240d4f83443eb,https://i.scdn.co/image/ab67616d0000b273f7bbba5240d4f83443eb5fdc
7u1S5QZSwrWyNczrN9IAKR,Doiloi,Marina Herlop,Nanook,club,Clean,1.7,0.99,11.99,2020-08-22T00:00:00Z,230000,US,USD,https://p.scdn.co/mp3-preview/15dc3088b94f2df7f05a,https://i.scdn.co/image/ab67616d0000b27315dc3088b94f2df7f05adf1b
08r6N5mPmFMLhaXRZVfUbB,If You'Re Smart,The Nightraver,We're From Rotterdam,happy,Clean,1.9,1.29,11.99,2019-03-30T00:00:00Z,174718,US,USD,https://p.scdn.co/mp3-preview/aebe4d34ded220a979f6,https://i.scdn.co/image/ab67616d0000b273aebe4d34ded220a979f60bf4
5YLHLxoZsodDWjqSgjhBf3,Myself,Bazzi,COSMIC,electro,Clean,3.7,0.99,11.99,2021-06-16T00:00:00Z,167552,US,USD,https://p.scdn.co/mp3-preview/a29d7adc8f89509cc6bf,https://i.scdn.co/image/ab67616d0000b273a29d7adc8f89509cc6bf337f
1mVn6LE3NukwuP1uAixzgT,When Worlds Collide,Powerman 5000,The Ultimate Skate Punk Album Vol.1,industrial,Clean,2.1,0.99,14.99,2021-01-26T00:00:00Z,177960,US,USD,https://p.scdn.co/mp3-preview/a3011f4d410f3d303280,https://i.scdn.co/image/ab67616d0000b273a3011f4d410f3d3032801edb
4zjuPxRdniuN7LZzI5aQNA,Memory Cascades,Isan,Lamenting Machine,idm,Clean,1.4,0.99,9.99,2016-07-11T00:00:00Z,279626,US,USD,https://p.scdn.co/mp3-preview/ada866eb2109ed6177ba,https://i.scdn.co/image/ab67616d0000b273ada866eb2109ed6177baafe8
0CkwGzywZ3js4Hcmb0RkQn,Heavy Metal Love,twocolors,Mega Hits Autumn/Fall 2022,edm,Clean,1.1,0.99,14.99,2022-08-26T00:00:00Z,132000,US,USD,https://p.scdn.co/mp3-preview/8112d087c6468f6c448e,https://i.scdn.co/image/ab67616d0000b2738112d087c6468f6c448eb79e
